"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2019-06-07 20:26:02,FALSE,FALSE,0,FALSE,2019-06-07 20:26:02,0
2019-06-08 02:58:53,TRUE,FALSE,0,FALSE,2019-06-08 02:58:53,0
2019-06-08 20:16:03,FALSE,FALSE,0,FALSE,2019-06-08 20:16:03,0
2019-06-09 02:32:27,TRUE,FALSE,0,FALSE,2019-06-09 02:32:27,0
2019-06-09 20:16:04,FALSE,FALSE,0,FALSE,2019-06-09 20:16:04,0
2019-06-10 02:43:55,TRUE,FALSE,0,FALSE,2019-06-10 02:43:55,0
2019-06-10 20:11:05,FALSE,FALSE,0,FALSE,2019-06-10 20:11:05,0
2019-06-11 02:43:56,TRUE,FALSE,0,FALSE,2019-06-11 02:43:56,0
2019-06-11 20:31:05,FALSE,FALSE,0,FALSE,2019-06-11 20:31:05,0
2019-06-12 02:46:59,TRUE,FALSE,0,FALSE,2019-06-12 02:46:59,0
2019-06-12 20:26:06,FALSE,FALSE,0,FALSE,2019-06-12 20:26:06,0
2019-06-13 02:32:31,TRUE,FALSE,0,FALSE,2019-06-13 02:32:31,0
2019-06-13 20:26:07,FALSE,FALSE,0,FALSE,2019-06-13 20:26:07,0
2019-06-14 02:33:59,TRUE,FALSE,0,FALSE,2019-06-14 02:33:59,0
2019-06-14 20:27:35,FALSE,FALSE,0,FALSE,2019-06-14 20:27:35,0
2019-06-15 02:57:02,TRUE,FALSE,0,FALSE,2019-06-15 02:57:02,0
2019-06-15 20:31:09,FALSE,FALSE,0,FALSE,2019-06-15 20:31:09,0
2019-06-16 02:42:34,TRUE,FALSE,0,FALSE,2019-06-16 02:42:34,0
2019-06-16 20:36:10,FALSE,FALSE,0,FALSE,2019-06-16 20:36:10,0
2019-06-17 02:49:01,TRUE,FALSE,0,FALSE,2019-06-17 02:49:01,0
2019-06-17 20:21:11,FALSE,FALSE,0,FALSE,2019-06-17 20:21:11,0
2019-06-18 02:49:02,TRUE,FALSE,0,FALSE,2019-06-18 02:49:02,0
2019-06-18 20:16:12,FALSE,FALSE,0,FALSE,2019-06-18 20:16:12,0
2019-06-19 03:04:03,TRUE,FALSE,0,FALSE,2019-06-19 03:04:03,0
2019-06-19 20:23:27,FALSE,FALSE,0,FALSE,2019-06-19 20:23:27,0
2019-06-20 03:09:04,TRUE,FALSE,0,FALSE,2019-06-20 03:09:04,0
2019-06-20 20:11:14,FALSE,FALSE,0,FALSE,2019-06-20 20:11:14,0
2019-06-21 02:44:05,TRUE,FALSE,0,FALSE,2019-06-21 02:44:05,0
2019-06-21 20:21:15,FALSE,FALSE,0,FALSE,2019-06-21 20:21:15,0
2019-06-22 02:54:06,TRUE,FALSE,0,FALSE,2019-06-22 02:54:06,0
2019-06-22 20:26:16,FALSE,FALSE,0,FALSE,2019-06-22 20:26:16,0
2019-06-23 02:54:07,TRUE,FALSE,0,FALSE,2019-06-23 02:54:07,0
2019-06-23 20:26:17,FALSE,FALSE,0,FALSE,2019-06-23 20:26:17,0
2019-06-24 03:09:08,TRUE,FALSE,0,FALSE,2019-06-24 03:09:08,0
2019-06-24 20:16:18,FALSE,FALSE,0,FALSE,2019-06-24 20:16:18,0
2019-06-25 02:44:09,TRUE,FALSE,0,FALSE,2019-06-25 02:44:09,0
2019-06-25 20:23:17,FALSE,FALSE,0,FALSE,2019-06-25 20:23:17,0
2019-06-26 02:54:10,TRUE,FALSE,0,FALSE,2019-06-26 02:54:10,0
2019-06-26 20:21:20,FALSE,FALSE,0,FALSE,2019-06-26 20:21:20,0
2019-06-27 02:59:11,TRUE,FALSE,0,FALSE,2019-06-27 02:59:11,0
2019-06-27 20:26:21,FALSE,FALSE,0,FALSE,2019-06-27 20:26:21,0
2019-06-28 02:49:12,TRUE,FALSE,0,FALSE,2019-06-28 02:49:12,0
2019-06-28 20:51:22,FALSE,FALSE,0,FALSE,2019-06-28 20:51:22,0
2019-06-29 02:44:13,TRUE,FALSE,0,FALSE,2019-06-29 02:44:13,0
2019-06-29 20:23:37,FALSE,FALSE,0,FALSE,2019-06-29 20:23:37,0
2019-06-30 02:59:14,TRUE,FALSE,0,FALSE,2019-06-30 02:59:14,0
2019-06-30 20:27:51,FALSE,FALSE,0,FALSE,2019-06-30 20:27:51,0
2019-07-01 02:54:15,TRUE,FALSE,0,FALSE,2019-07-01 02:54:15,0
2019-07-01 20:26:25,FALSE,FALSE,0,FALSE,2019-07-01 20:26:25,0
2019-07-02 02:49:16,TRUE,FALSE,0,FALSE,2019-07-02 02:49:16,0
2019-07-02 20:26:25,FALSE,FALSE,0,FALSE,2019-07-02 20:26:25,0
2019-07-03 02:54:17,TRUE,FALSE,0,FALSE,2019-07-03 02:54:17,0
2019-07-03 20:26:26,FALSE,FALSE,0,FALSE,2019-07-03 20:26:26,0
2019-07-04 02:59:18,TRUE,FALSE,0,FALSE,2019-07-04 02:59:18,0
2019-07-04 20:13:25,FALSE,FALSE,0,FALSE,2019-07-04 20:13:25,0
2019-07-05 03:04:19,TRUE,FALSE,0,FALSE,2019-07-05 03:04:19,0
2019-07-05 20:26:28,FALSE,FALSE,0,FALSE,2019-07-05 20:26:28,0
2019-07-06 03:04:20,TRUE,FALSE,0,FALSE,2019-07-06 03:04:20,0
2019-07-06 20:21:29,FALSE,FALSE,0,FALSE,2019-07-06 20:21:29,0
2019-07-07 03:09:21,TRUE,FALSE,0,FALSE,2019-07-07 03:09:21,0
2019-07-07 20:26:30,FALSE,FALSE,0,FALSE,2019-07-07 20:26:30,0
2019-07-08 03:04:22,TRUE,FALSE,0,FALSE,2019-07-08 03:04:22,0
2019-07-08 20:06:31,FALSE,FALSE,0,FALSE,2019-07-08 20:06:31,0
2019-07-09 03:12:55,TRUE,FALSE,0,FALSE,2019-07-09 03:12:55,0
2019-07-09 20:21:32,FALSE,FALSE,0,FALSE,2019-07-09 20:21:32,0
2019-07-10 03:09:23,TRUE,FALSE,0,FALSE,2019-07-10 03:09:23,0
2019-07-10 20:01:33,FALSE,FALSE,0,FALSE,2019-07-10 20:01:33,0
2019-07-11 03:39:24,TRUE,FALSE,0,FALSE,2019-07-11 03:39:24,0
2019-07-11 19:56:34,FALSE,FALSE,0,FALSE,2019-07-11 19:56:34,0
2019-07-12 03:31:44,TRUE,FALSE,0,FALSE,2019-07-12 03:31:44,0
2019-07-12 20:06:35,FALSE,FALSE,0,FALSE,2019-07-12 20:06:35,0
2019-07-13 03:47:28,TRUE,FALSE,0,FALSE,2019-07-13 03:47:28,0
2019-07-13 19:46:36,FALSE,FALSE,0,FALSE,2019-07-13 19:46:36,0
2019-07-14 03:24:27,TRUE,FALSE,0,FALSE,2019-07-14 03:24:27,0
2019-07-14 19:51:37,FALSE,FALSE,0,FALSE,2019-07-14 19:51:37,0
2019-07-15 03:34:28,TRUE,FALSE,0,FALSE,2019-07-15 03:34:28,0
2019-07-15 19:46:38,FALSE,FALSE,0,FALSE,2019-07-15 19:46:38,0
2019-07-16 03:34:29,TRUE,FALSE,0,FALSE,2019-07-16 03:34:29,0
2019-07-16 19:49:03,FALSE,FALSE,0,FALSE,2019-07-16 19:49:03,0
2019-07-17 03:29:30,TRUE,FALSE,0,FALSE,2019-07-17 03:29:30,0
2019-07-17 19:41:40,FALSE,FALSE,0,FALSE,2019-07-17 19:41:40,0
2019-07-18 03:24:31,TRUE,FALSE,0,FALSE,2019-07-18 03:24:31,0
2019-07-18 19:31:41,FALSE,FALSE,0,FALSE,2019-07-18 19:31:41,0
2019-07-19 03:34:32,TRUE,FALSE,0,FALSE,2019-07-19 03:34:32,0
2019-07-19 19:21:42,FALSE,FALSE,0,FALSE,2019-07-19 19:21:42,0
2019-07-20 03:49:33,TRUE,FALSE,0,FALSE,2019-07-20 03:49:33,0
2019-07-20 19:46:43,FALSE,FALSE,0,FALSE,2019-07-20 19:46:43,0
2019-07-21 03:29:34,TRUE,FALSE,0,FALSE,2019-07-21 03:29:34,0
2019-07-21 19:43:11,FALSE,FALSE,0,FALSE,2019-07-21 19:43:11,0
2019-07-22 03:34:35,TRUE,FALSE,0,FALSE,2019-07-22 03:34:35,0
2019-07-22 19:36:44,FALSE,FALSE,0,FALSE,2019-07-22 19:36:44,0
2019-07-23 03:39:36,TRUE,FALSE,0,FALSE,2019-07-23 03:39:36,0
2019-07-23 19:36:45,FALSE,FALSE,0,FALSE,2019-07-23 19:36:45,0
2019-07-24 03:24:37,TRUE,FALSE,0,FALSE,2019-07-24 03:24:37,0
2019-07-24 19:51:46,FALSE,FALSE,0,FALSE,2019-07-24 19:51:46,0
2019-07-25 03:39:38,TRUE,FALSE,0,FALSE,2019-07-25 03:39:38,0
2019-07-25 19:36:47,FALSE,FALSE,0,FALSE,2019-07-25 19:36:47,0
2019-07-26 03:44:39,TRUE,FALSE,0,FALSE,2019-07-26 03:44:39,0
2019-07-26 19:48:46,FALSE,FALSE,0,FALSE,2019-07-26 19:48:46,0
2019-07-27 03:39:40,TRUE,FALSE,0,FALSE,2019-07-27 03:39:40,0
2019-07-27 19:41:49,FALSE,FALSE,0,FALSE,2019-07-27 19:41:49,0
2019-07-28 03:28:14,TRUE,FALSE,0,FALSE,2019-07-28 03:28:14,0
2019-07-28 19:11:50,FALSE,FALSE,0,FALSE,2019-07-28 19:11:50,0
2019-07-29 03:49:42,TRUE,FALSE,0,FALSE,2019-07-29 03:49:42,0
2019-07-29 19:21:51,FALSE,FALSE,0,FALSE,2019-07-29 19:21:51,0
2019-07-30 03:59:42,TRUE,FALSE,0,FALSE,2019-07-30 03:59:42,0
2019-07-30 19:21:52,FALSE,FALSE,0,FALSE,2019-07-30 19:21:52,0
2019-07-31 04:14:43,TRUE,FALSE,0,FALSE,2019-07-31 04:14:43,0
2019-07-31 19:31:53,FALSE,FALSE,0,FALSE,2019-07-31 19:31:53,0
2019-08-01 04:09:44,TRUE,FALSE,0,FALSE,2019-08-01 04:09:44,0
2019-08-01 19:33:21,FALSE,FALSE,0,FALSE,2019-08-01 19:33:21,0
2019-08-02 04:22:21,TRUE,FALSE,0,FALSE,2019-08-02 04:22:21,0
2019-08-02 19:41:55,FALSE,FALSE,0,FALSE,2019-08-02 19:41:55,0
2019-08-03 04:19:46,TRUE,FALSE,0,FALSE,2019-08-03 04:19:46,0
2019-08-03 19:26:56,FALSE,FALSE,0,FALSE,2019-08-03 19:26:56,0
2019-08-04 04:34:47,TRUE,FALSE,0,FALSE,2019-08-04 04:34:47,0
2019-08-04 19:26:57,FALSE,FALSE,0,FALSE,2019-08-04 19:26:57,0
2019-08-05 04:44:48,TRUE,FALSE,0,FALSE,2019-08-05 04:44:48,0
2019-08-05 19:26:58,FALSE,FALSE,0,FALSE,2019-08-05 19:26:58,0
2019-08-06 05:19:49,TRUE,FALSE,0,FALSE,2019-08-06 05:19:49,0
2019-08-06 19:21:59,FALSE,FALSE,0,FALSE,2019-08-06 19:21:59,0
2019-08-07 05:14:50,TRUE,FALSE,0,FALSE,2019-08-07 05:14:50,0
2019-08-07 19:18:27,FALSE,FALSE,0,FALSE,2019-08-07 19:18:27,0
2019-08-08 04:59:51,TRUE,FALSE,0,FALSE,2019-08-08 04:59:51,0
2019-08-08 19:17:01,FALSE,FALSE,0,FALSE,2019-08-08 19:17:01,0
2019-08-09 05:19:52,TRUE,FALSE,0,FALSE,2019-08-09 05:19:52,0
2019-08-09 19:27:02,FALSE,FALSE,0,FALSE,2019-08-09 19:27:02,0
2019-08-10 05:17:55,TRUE,FALSE,0,FALSE,2019-08-10 05:17:55,0
2019-08-10 19:12:03,FALSE,FALSE,0,FALSE,2019-08-10 19:12:03,0
2019-08-11 05:32:56,TRUE,FALSE,0,FALSE,2019-08-11 05:32:56,0
2019-08-11 19:22:04,FALSE,FALSE,0,FALSE,2019-08-11 19:22:04,0
2019-08-12 05:39:55,TRUE,FALSE,0,FALSE,2019-08-12 05:39:55,0
2019-08-12 19:32:04,FALSE,FALSE,0,FALSE,2019-08-12 19:32:04,0
2019-08-13 05:29:56,TRUE,FALSE,0,FALSE,2019-08-13 05:29:56,0
2019-08-13 19:47:05,FALSE,FALSE,0,FALSE,2019-08-13 19:47:05,0
2019-08-14 05:34:57,TRUE,FALSE,0,FALSE,2019-08-14 05:34:57,0
2019-08-14 19:48:33,FALSE,FALSE,0,FALSE,2019-08-14 19:48:33,0
2019-08-15 05:34:58,TRUE,FALSE,0,FALSE,2019-08-15 05:34:58,0
2019-08-15 19:32:07,FALSE,FALSE,0,FALSE,2019-08-15 19:32:07,0
2019-08-16 05:34:59,TRUE,FALSE,0,FALSE,2019-08-16 05:34:59,0
2019-08-16 19:37:08,FALSE,FALSE,0,FALSE,2019-08-16 19:37:08,0
2019-08-17 05:47:29,TRUE,FALSE,0,FALSE,2019-08-17 05:47:29,0
2019-08-17 19:13:36,FALSE,FALSE,0,FALSE,2019-08-17 19:13:36,0
2019-08-18 05:45:01,TRUE,FALSE,0,FALSE,2019-08-18 05:45:01,0
2019-08-18 19:17:10,FALSE,FALSE,0,FALSE,2019-08-18 19:17:10,0
2019-08-19 05:53:04,TRUE,FALSE,0,FALSE,2019-08-19 05:53:04,0
2019-08-19 19:27:11,FALSE,FALSE,0,FALSE,2019-08-19 19:27:11,0
2019-08-20 05:58:36,TRUE,FALSE,0,FALSE,2019-08-20 05:58:36,0
2019-08-20 19:47:12,FALSE,FALSE,0,FALSE,2019-08-20 19:47:12,0
2019-08-21 06:30:04,TRUE,FALSE,0,FALSE,2019-08-21 06:30:04,0
2019-08-21 18:57:13,FALSE,TRUE,0,FALSE,2019-08-21 18:57:13,0
2019-08-22 06:47:41,TRUE,FALSE,0,FALSE,2019-08-22 06:47:41,0
2019-08-22 19:17:14,FALSE,FALSE,0,FALSE,2019-08-22 19:17:14,0
2019-08-23 06:45:05,TRUE,FALSE,0,FALSE,2019-08-23 06:45:05,0
2019-08-23 19:13:42,FALSE,FALSE,0,FALSE,2019-08-23 19:13:42,0
2019-08-24 06:48:08,TRUE,FALSE,0,FALSE,2019-08-24 06:48:08,0
2019-08-24 18:58:43,FALSE,FALSE,0,FALSE,2019-08-24 18:58:43,0
2019-08-25 06:52:53,TRUE,FALSE,0,FALSE,2019-08-25 06:52:53,0
2019-08-25 18:56:58,FALSE,FALSE,8,FALSE,2019-08-25 18:17:17,0
2019-08-26 06:45:08,TRUE,FALSE,0,FALSE,2019-08-26 06:45:08,0
2019-08-26 18:57:18,FALSE,FALSE,0,FALSE,2019-08-26 18:57:18,0
2019-08-27 06:45:09,TRUE,FALSE,0,FALSE,2019-08-27 06:45:09,0
2019-08-27 18:52:19,FALSE,FALSE,0,FALSE,2019-08-27 18:52:19,0
2019-08-28 06:40:10,TRUE,FALSE,0,FALSE,2019-08-28 06:40:10,0
2019-08-28 18:37:20,FALSE,FALSE,0,FALSE,2019-08-28 18:37:20,0
2019-08-29 06:43:44,TRUE,FALSE,0,FALSE,2019-08-29 06:43:44,0
2019-08-29 18:44:35,FALSE,FALSE,0,FALSE,2019-08-29 18:44:35,0
2019-08-30 06:35:12,TRUE,FALSE,0,FALSE,2019-08-30 06:35:12,0
2019-08-30 18:54:20,FALSE,FALSE,0,FALSE,2019-08-30 18:54:20,0
2019-08-31 06:20:13,TRUE,FALSE,0,FALSE,2019-08-31 06:20:13,0
2019-08-31 18:49:54,FALSE,FALSE,0,FALSE,2019-08-31 18:49:54,0
